theta [deg],vacuum wavelength [um],absorption in whole stack [unitless],absorption in active material [unitless],absorption in active material [#photons/(m^2s)],Transmission Coeff [unitless],Reflection Coeff [unitless]
0,0.740,0.8788668650019053,0.8434474234711421,4170157332435341.5,0.05122803966571473,0.06816728799510971
0,0.720,0.9040298063474943,0.867943225905929,4175288786954378.5,0.05203958313160797,0.0422415949988018
0,0.700,0.9245644737809938,0.8869278545985735,4148098296781474.0,0.054175326600611244,0.019617831402422903
0,0.680,0.9107167409563796,0.8715189852934783,3959574053998337.0,0.06567872572941247,0.022324470497392612
0,0.660,0.895507757272931,0.8547785677961172,3769296183222121.0,0.08502961364436551,0.018700376025740137
0,0.640,0.85917790939487,0.8180024983686158,3497818809851583.0,0.10418229395384988,0.036412640307760355
0,0.620,0.7530995157323583,0.7139494275404328,2957480187993685.0,0.09631195966862964,0.15054383661642393
0,0.600,0.8192726681507545,0.7733249490355485,3100101953682919.5,0.08188772629059926,0.09835014609116642
0,0.580,0.925797607632043,0.8721119648881328,3379581648352861.5,0.06441002474797104,0.008507937109544192
0,0.560,0.9208432212694767,0.8685212076953248,3249609377971482.0,0.03940978287715763,0.03770728704697714
0,0.540,0.9304125180999301,0.8803918114293018,3176380045956159.5,0.010069275017283755,0.05586905704367726
0,0.520,0.951822583382951,0.8866828104034477,3080593094476045.5,0.0007478107935204787,0.040562711377195804
0,0.500,0.8968139117825418,0.8114296010355094,2710713108143775.0,0.001154378576539107,0.09610977384319114
0,0.480,0.7652117286941881,0.683327249169995,2191455628373160.8,0.011992649049070776,0.2201786326493013
0,0.460,0.9038947233468657,0.7925506307985231,2435833238704863.0,0.07004132082180783,0.024806690435796024
0,0.440,0.7524533652913624,0.6516845756740618,1915811709447593.2,0.05787977549679485,0.18850042788626994
0,0.420,0.7944398769664246,0.6750866599271026,1894399286055307.5,0.05784772606479154,0.14657682917869547
0,0.400,0.9384233863455693,0.7733261121611513,2066737744277445.0,0.04732943671357806,0.012849000620875515
0,0.380,0.8341537818844608,0.6270193231484282,1591941946748206.5,0.059149210488654985,0.10643406056135359
0,0.360,0.8843537701822825,0.5700847443562437,1371212061848822.5,0.09144563204649109,0.025088746174203477
0,0.340,0.8175426299139348,0.47507166363983633,1079197048418099.6,0.09356820161320498,0.09007394285785572
0,0.320,0.8831049512420114,0.451481558014035,965278644669220.8,0.08466343715383767,0.03362614031535525
0,0.300,0.8000595394350186,0.26436310970027543,529888886868074.4,0.038537078742952015,0.1632775841258036
1,1.200,0.4781609927471571,0.3702474904522899,2968041193219975.0,0.16437212896455047,0.3570993178419665
1,1.180,0.5261141165245475,0.4082607677213567,3218223559366066.0,0.18055906785203313,0.29286222151317154
1,1.160,0.5866251772627151,0.4566363914681732,3538547773167570.0,0.2007453853256417,0.21204619831481888
1,1.140,0.6528598599646174,0.5102349045949884,3885720609601668.5,0.2224878427512934,0.12393438462375572
1,1.120,0.7106798211361696,0.5581014102080717,4175684689279004.5,0.24089177893592884,0.04757799360690724
1,1.100,0.7428562940332482,0.5865736816056091,4310342820760087.0,0.25014143683736345,0.006049708651763406
1,1.080,0.7384750542078236,0.5899329864615916,4256209441491464.5,0.25033592212850064,0.01022737773769582
1,1.060,0.7095319052059766,0.5738217404982106,4063304959790439.5,0.24159033835052074,0.04796428798106742
1,1.040,0.6745432255445317,0.5524441255901092,3838117391173618.5,0.2309680029463967,0.09364475906464326
1,1.020,0.6506494171878042,0.5394452452240146,3675734172437738.5,0.22407268525628285,0.12450093558667627
1,1.000,0.6475789337939449,0.5431166116574021,3628186815779255.5,0.22410659513116984,0.12759235136409777
1,0.980,0.7004705768261945,0.606722578576733,3972032445547719.5,0.21315888805623212,0.08568546386743686
1,0.960,0.785950271858675,0.7032782027004808,4510191112131707.0,0.19267999208925218,0.020727999691965183
1,0.940,0.8329449362413142,0.7645304625955157,4800861781809006.0,0.1561224696647502,0.010357261939449082
1,0.920,0.8172517949918772,0.7646603466326759,4699514038719486.0,0.10923028137175435,0.07295129660056364
1,0.900,0.7952152720289085,0.7546341422215538,4537070360398048.0,0.06880738825214877,0.13520480095834506
1,0.880,0.8183691431559276,0.7841708984773175,4609883475506235.0,0.04075807058711806,0.1395239798543003
1,0.860,0.8860515057159697,0.8535477652182162,4903688059731473.0,0.02407543484339468,0.08758600058330804
1,0.840,0.9591805438470101,0.925733023664122,5194713464126171.0,0.01700941453007658,0.02062865180988879
1,0.820,0.9741081193608591,0.940057125674485,5149495141412547.0,0.01672090466582647,0.005747756471613852
1,0.800,0.9184388022288438,0.8852820893453077,4731166362238638.0,0.021355774497473713,0.05723930206166329
1,0.780,0.861151427497125,0.8283763382197822,4316371759897740.5,0.03075780315027486,0.10573772948573323
1,0.760,0.852362571441884,0.8184330101434499,4155212937482977.0,0.04272749535529651,0.10296873359588202
1,0.740,0.8787750077999583,0.8433571447048056,4169075910630798.5,0.051215522613485595,0.06827152737249402
1,0.720,0.9039649964077451,0.8678788585281512,4174343274585752.5,0.05202795099621723,0.04231780361219234
1,0.700,0.9245435072839113,0.8869054406492666,4147361708843236.0,0.05416501743645545,0.01964876046235615
1,0.680,0.9107242860854159,0.8715237187958694,3958992494147310.0,0.06566765817060585,0.022327572827465378
1,0.660,0.8954964751020917,0.8547656626633887,3768665202374953.0,0.08501275313433485,0.018728113204496126
1,0.640,0.8593146166048856,0.8181329180843002,3497843671269204.5,0.10417831817900469,0.0362795471111943
1,0.620,0.7531704520041264,0.7140208112784651,2957325406003498.0,0.09630160434396665,0.150483158589939
1,0.600,0.8190860925660259,0.7731538399124628,3098943956045654.0,0.08185280542070611,0.09857184362789898
1,0.580,0.9257820996361107,0.8720997623822069,3379019642122203.5,0.06439573088940748,0.008537867401830495
1,0.560,0.9208803428591855,0.868554370641809,3249238508413024.0,0.03940263489492875,0.03767716051102901
1,0.540,0.9304285536707195,0.8804043698832965,3175941570841107.0,0.010066513029661129,0.05585549548840801
1,0.520,0.9516544055760539,0.8865228415963083,3079568211870186.0,0.0007473477281856576,0.04073230394294258
1,0.500,0.8970977681837523,0.8116797394029267,2711135754207511.5,0.0011540487948285536,0.09582401859871194
1,0.480,0.7650203657572153,0.6831493400619421,2190551384910640.5,0.011983342608411737,0.22037968096640217
1,0.460,0.903808783377783,0.7924786250387733,2435240979969288.5,0.07001111389268937,0.02492306157993233
1,0.440,0.7526791213950057,0.6518697658337974,1916064258144783.0,0.05788056152868814,0.18827345720930624
1,0.420,0.7941064289920761,0.6747892124052176,1893276202491990.8,0.05780685949926157,0.1469514561012986
1,0.400,0.9385728091028591,0.7734387895936202,2066724058137240.5,0.04732324401243997,0.012705397929127374
1,0.380,0.8341305472631837,0.6269950499107207,1591637868241756.2,0.05913152850742107,0.106474951642222
1,0.360,0.8842519873719105,0.5700154846424713,1370836656144824.0,0.09141492304726634,0.025221059739384776
1,0.340,0.8176759481550846,0.4751440582376973,1079197111698073.6,0.09356682521390379,0.08994217650797806
1,0.320,0.882888914291736,0.45135675794902375,964864843095030.9,0.08462858836308058,0.03387663397920676
1,0.300,0.8000658292450915,0.2643674482006049,529816876980933.6,0.038532007450530203,0.16327657922101804
2,1.200,0.47778411131567805,0.3699471193688631,2964278197465042.0,0.16418917203445443,0.3576597479952724
2,1.180,0.5256062676236946,0.4078543210972794,3213550572496016.5,0.18032911876244145,0.2936007874596061
2,1.160,0.5860321994129918,0.4561579417653409,3533224988730711.5,0.20048390039231948,0.21290158347609944
2,1.140,0.6522917417539498,0.5097690290766113,3880398799028489.0,0.22223294248542338,0.1247583616651386
2,1.120,0.7103022326183188,0.55777819977252,4171359523308488.0,0.2407012469366509,0.04814687788444372
2,1.100,0.7427979696980495,0.5864973576439365,4307812664349703.0,0.250060671443393,0.0061891333224443216
2,1.080,0.7387117990315853,0.5900903533936153,4255399460536309.5,0.25035886308139194,0.0099675650785015
2,1.060,0.7098947113440031,0.5740839352152799,4063304068320637.5,0.24166238303555124,0.047529060514742295
2,1.040,0.6748498824865182,0.5526657982655433,3837902982461340.5,0.23102749908935777,0.09327821973254574
2,1.020,0.6507873468469196,0.5395322600470248,3674647231508857.0,0.22407966762662834,0.12435576441300178
2,1.000,0.6475113415649497,0.5430347110005307,3625982088628846.5,0.22404615555940888,0.12772026893730448
2,0.980,0.7002074552714938,0.6064750148031574,3968597488158567.5,0.21304688199245406,0.08606050151532804
2,0.960,0.7857681169697119,0.7031020606568706,4507001135845735.0,0.19260739266902807,0.020982370038774158
2,0.940,0.8331566862093273,0.764717726332035,4799843470452060.0,0.1561383608091866,0.01012880892942275
2,0.920,0.8176803643108143,0.7650579339400453,4699809062498588.0,0.1092688426349579,0.07248318296897623
2,0.900,0.7954598297121933,0.7548636555364552,4536376469121265.0,0.06881481763986813,0.1349519466450373
2,0.880,0.8182729310522118,0.784075186164659,4607214641622367.0,0.04074360471549276,0.13963424414127668
2,0.860,0.8857147671073817,0.8532181969294315,4899554853298416.0,0.024059289768961708,0.08793917905916844
2,0.840,0.9589274209180567,0.9254819623752855,5190931627005346.0,0.016998828505986937,0.020892558513064062
2,0.820,0.9742282952137512,0.9401656872110314,5147736555236862.0,0.016715888664417613,0.005631473658843607
2,0.800,0.9187144528424377,0.8855409107295283,4730387087244899.0,0.021352399155928833,0.05696543862559785
2,0.780,0.8612202066454024,0.8284363899089902,4314712211597125.5,0.030746458796315736,0.10567941010913146
2,0.760,0.8521558099006559,0.8182284093588706,4152275973242755.5,0.042699152363962295,0.10320351899358225
2,0.740,0.8784991701133992,0.8430860543483512,4165831399045327.5,0.051177983149328116,0.06858450141530624
2,0.720,0.9037698389395632,0.8676850573505671,4171504136307598.0,0.05199304016189163,0.042547173704293215
2,0.700,0.924479935622454,0.8868375516755794,4145149304327207.5,0.054134076566418825,0.019742234948203437
2,0.680,0.9107470472515227,0.8715380342300484,3957248480821744.0,0.06563449402088144,0.02233671564393703
2,0.660,0.8954619375324346,0.854726275563764,3766769578520129.5,0.08496215077340816,0.018812037269642822
2,0.640,0.8597234529174062,0.8185229288956632,3497912063958410.5,0.1041662468995352,0.03588169580862323
2,0.620,0.7533858196585232,0.7142373681755321,2956870616139010.0,0.09627088075628333,0.15029822182977373
2,0.600,0.8185271853340786,0.7726412653420474,3095474376476518.0,0.0817481933641107,0.09923596445431627
2,0.580,0.9257327019811263,0.8720604572625008,3377323419339737.5,0.06435267203053449,0.008630713042154488
2,0.560,0.920992328302607,0.8686544570077782,3248128058053832.5,0.03938122956129353,0.037586120886804006
2,0.540,0.9304775735892082,0.8804429105056737,3174629329942370.0,0.010058243281489479,0.055813878143517334
2,0.520,0.9511488202878859,0.8860419646106164,3076491352673775.0,0.000745959445622037,0.04124214096860799
2,0.500,0.897949817216318,0.8124305650118808,2712403661600199.0,0.001153059964547474,0.09496626813753088
2,0.480,0.764449997854249,0.6826189370544508,2187850453588447.8,0.011955516075528012,0.22097899964775194
2,0.460,0.9035440154822098,0.7922565435956669,2433446094885222.0,0.06991999796318105,0.025279627109107188
2,0.440,0.7533610572395151,0.6524293856950659,1916832895262510.8,0.057883239719263485,0.1875875511288635
2,0.420,0.7931074091978314,0.6738980627121391,1889911910401749.2,0.05768446470819399,0.14807380728151992
2,0.400,0.9390171008818282,0.7737734758283058,2066673608278256.8,0.04730445682440993,0.012278780714728467
2,0.380,0.8340635760342225,0.6269242306254441,1590730895001224.0,0.059078696079583215,0.10659467802709324
2,0.360,0.8839443901366878,0.5698063220931777,1369707481631528.2,0.09132260745818407,0.025620435912169153
2,0.340,0.8180788391001608,0.47536283126311324,1079200659049228.8,0.0935629899819882,0.08954365203580172
2,0.320,0.8822380874024786,0.45098118117639335,963621456752251.5,0.08452385081192529,0.034631017732718386
2,0.300,0.8000908096227997,0.2643823867782567,529604708273959.8,0.03851708069581184,0.16326717941454524
3,1.200,0.477159281621523,0.3694491171893572,2958032833540430.0,0.1638855738757304,0.3585891583509982
3,1.180,0.5247625243404237,0.4071790639058849,3205786221671841.0,0.1799470312438283,0.29482789434352846
3,1.160,0.5850447593594842,0.45536129590382446,3524367718526085.0,0.20004865316686662,0.2143258057287861
3,1.140,0.6513423933675029,0.5089907386333369,3871522990458345.0,0.2218075042183052,0.12613474757443477
3,1.120,0.7096666909640313,0.5572347091669755,4164120550694063.5,0.24038173687356673,0.04910320968344163
3,1.100,0.7426932067093586,0.5863642071219287,4303553917659952.5,0.24992354771328534,0.006431588551291522
3,1.080,0.7391013175886828,0.5903485472110047,4254018413283177.5,0.250395311814507,0.009541394062918164
3,1.060,0.7104984305839072,0.5745200679965908,4063293370063296.5,0.24178202583509345,0.04680507325379411
3,1.040,0.6753630939467994,0.5530369007787567,3837554537127957.5,0.2311273069520643,0.09266455521614297
3,1.020,0.6510207412763129,0.5396801319599512,3672854404898850.5,0.22409249642270407,0.12410910630466708
3,1.000,0.647402204541442,0.542901119188003,3622328626607738.5,0.2239466856601694,0.1279286830543712
3,0.980,0.6997701281806601,0.6060634262518982,3962883118938903.5,0.2128606696261236,0.08668389193460042
3,0.960,0.785460578027496,0.7028049074322594,4501664548717678.5,0.19248551371607142,0.021411153348026353
3,0.940,0.8335039124088496,0.765024546832239,4798111488481000.0,0.15616381791263895,0.00975477708166708
3,0.920,0.8183936437165007,0.7657195961087597,4700290498057464.0,0.10933299111070342,0.07170411685404013
3,0.900,0.7958699873422483,0.7552485835373808,4535232330336242.0,0.0688274456323466,0.134527712984157
3,0.880,0.8181156246771184,0.7839185756142085,4602785526449327.0,0.040719681215432436,0.1398147803324259
3,0.860,0.8851543813786956,0.8526697324648842,4892675461029474.0,0.024032436811153298,0.08852690846206226
3,0.840,0.9585022091460171,0.925060305727983,5184614175602647.0,0.016981150722732426,0.021335790383524098
3,0.820,0.9744249880125386,0.9403431397976272,5144786109408895.0,0.016707482861355098,0.005441328520936591
3,0.800,0.9191749979582432,0.8859733532051433,4729091948864130.0,0.021346812736599306,0.0565078298137043
3,0.780,0.8613385971458117,0.8285400866677914,4311965120646213.5,0.03072771569487789,0.10557827955601537
3,0.760,0.8518137996591219,0.8178899013644183,4147396427812147.5,0.04265211022476296,0.10359203640713643
3,0.740,0.8780385755895045,0.8426334112872471,4160423168191800.0,0.0511154575608571,0.06910695471441611
3,0.720,0.9034421537362104,0.8673597279659068,4166763596566672.0,0.05193480756398406,0.042931935075538906
3,0.700,0.92437172754865,0.8867222322691005,4141453109216945.0,0.05408246307809606,0.01990033233282739
3,0.680,0.9107853975500773,0.87156227239422,3954343992222799.5,0.06557934838257526,0.022351411154686578
3,0.660,0.8954021037397071,0.8546584224649485,3763601417944615.0,0.08487774732169866,0.01895425019849251
3,0.640,0.86040050693265,0.8191687330359537,3498005213043528.0,0.1041456425823702,0.03522343241416459
3,0.620,0.7537532707370437,0.7146062924254649,2956144347023238.0,0.09622081107452755,0.1499803477548359
3,0.600,0.8175984875442904,0.7717895616420021,3089706752162436.0,0.08157434938164386,0.10033950305237267
3,0.580,0.925640776504186,0.871985940139848,3374462351194839.5,0.06428031632284525,0.008795655486675933
3,0.560,0.9211810073231781,0.8688232288510994,3246284377715540.5,0.03934568112004044,0.037432222085191307
3,0.540,0.9305623133263232,0.8805100251053589,3172452848045902.5,0.010044514262127626,0.0557414112844875
3,0.520,0.9503027692931943,0.8852373585634812,3071356212403525.0,0.0007436487627422638,0.042095302290345075
3,0.500,0.8993713416824121,0.8136831675545603,2714516259636837.5,0.0011514134305061004,0.09353522619299638
3,0.480,0.7635118311330791,0.6817460510366825,2183388303585452.0,0.011909447446921387,0.22196506665316074
3,0.460,0.9030797233784571,0.7918663213426153,2430394732518868.0,0.06976650454793686,0.02589857843607708
3,0.440,0.7545130914480654,0.653375509708638,1918150323882221.0,0.05788876090065715,0.18642782105186845
3,0.420,0.7914469786235221,0.6724169499598435,1884321718860148.8,0.05748116889217039,0.14993909254491306
3,0.400,0.939744158839878,0.774319991052308,2066557883644458.5,0.04727244103341758,0.011581902066050821
3,0.380,0.8339610770510529,0.6268128734815138,1589236808063730.2,0.05899135302354722,0.10678438891131932
3,0.360,0.8834242902092077,0.5694531437487679,1367815770561160.2,0.09116812689759336,0.026294115667609162
3,0.340,0.8187600273136226,0.4757327005008986,1079217633504193.0,0.09355756667150482,0.08886878827445631
3,0.320,0.8811446393114191,0.45035146047572366,961542898864954.0,0.08434868224714596,0.03589765224089682
3,0.300,0.8001527832152492,0.2644136838305597,529263924324991.7,0.03849315706706049,0.1632302623493251
4,1.200,0.47629147339968775,0.368757415701011,2949344499084459.0,0.16346332928523402,0.359880578664387
4,1.180,0.5235869374369212,0.4062382596154124,3194966618192833.0,0.17941455856068617,0.29653773234690883
4,1.160,0.583664240056726,0.4542476853615026,3511997571211109.0,0.19944051776621385,0.2163166044180516
4,1.140,0.6500082338371073,0.5078974012166019,3859084930816488.0,0.2212106732574582,0.12806798030125058
4,1.120,0.7087639700882735,0.5564638213903819,4153923088637582.5,0.2399303582280778,0.050459116152092205
4,1.100,0.7425306576648699,0.5861653067086553,4297504005376503.5,0.2497262952810659,0.006792207498117925
4,1.080,0.7396359018027326,0.5907013449323466,4252019130434284.5,0.2504425510683313,0.008959301787209783
4,1.060,0.711341498337539,0.5751287483268832,4063258351324156.5,0.24194857623581006,0.045794585236511635
4,1.040,0.6760859578704382,0.5535598414986593,3837084914726064.5,0.23126836999729575,0.09179972202975684
4,1.020,0.6513548389148297,0.5398931064074839,3670383540306772.0,0.22411294638860993,0.12375394364089545
4,1.000,0.647256810938997,0.542720210171898,3617258027135904.0,0.22381008160917779,0.12821040565205177
4,0.980,0.6991604933016923,0.6054894128885047,3954905621912576.5,0.21260097213523368,0.08755301747028597
4,0.960,0.7850218517252947,0.702381474826576,4494152200520285.5,0.19231306515965665,0.022021450950329115
4,0.940,0.8339780531384929,0.7654429720332887,4795613655116492.0,0.1561972954079745,0.009245280661863638
4,0.920,0.8193900365399353,0.766643771464147,4700942440621019.0,0.10942253430969108,0.07061588776948165
4,0.900,0.7964495435803576,0.7557924934317964,4533656147731032.0,0.06884563650403501,0.13392793311558251
4,0.880,0.8179017947687005,0.7837054317030037,4596624458298732.0,0.04068657901251543,0.14006073243985723
4,0.860,0.8843716677859066,0.8519036452903054,4883064068196628.0,0.02399496039724211,0.0893477840632564
4,0.840,0.9578999486240015,0.9244632709417553,5175739883907508.0,0.01695633057705852,0.021963376883460353
4,0.820,0.9746927314627717,0.9405841952436218,5140614347269112.0,0.016695617664177514,0.005182877394046295
4,0.800,0.9198220507489874,0.886580951817141,4727286000498236.0,0.02133907203194491,0.055864801141943865
4,0.780,0.8615122293617034,0.8286928369414255,4308158592611512.5,0.030701819098945864,0.1054284489201065
4,0.760,0.8513404901579972,0.8174212845243203,4140597626843888.0,0.04258666538836113,0.1041300351596069
4,0.740,0.8773920035748808,0.8419980508107366,4152850532875484.0,0.05102801036877283,0.06984005080543236
4,0.720,0.9029783170451247,0.8668993895398227,4160108792830885.5,0.05185318220350815,0.043475793372648
4,0.700,0.9242154487541508,0.8865561768672585,4136259662018097.0,0.054010106204928125,0.02012656667074493
4,0.680,0.9108399436527799,0.871596987037699,3950282252834976.0,0.06550241143149531,0.02237086322213144
4,0.660,0.8953136803935284,0.8545589004254321,3759148064933613.5,0.08475945487271179,0.01915813638370224
4,0.640,0.8613390768632372,0.8200638269734146,3498091169967750.0,0.10411575741827775,0.03431220178472753
4,0.620,0.7542854753270032,0.7151394965121175,2955193674740519.5,0.09615308211085537,0.1495151721653009
4,0.600,0.8163045065455408,0.770602879730166,3081664622242571.5,0.08133206387096491,0.10187715292347345
4,0.580,0.9254918742310742,0.8718626449506871,3370385353818256.0,0.06417777771939807,0.009048048841907918
4,0.560,0.9214493200431118,0.8690635195469533,3243717633177583.0,0.03929617460379912,0.03721233563644361
4,0.540,0.9306873171126739,0.8806100191178249,3169427901141763.5,0.010025406261702865,0.05563345415628317
4,0.520,0.9491114800096527,0.884104624542009,3064153379231273.0,0.0007404206276249249,0.04329659393722789
4,0.500,0.9013639531604098,0.8154388867427644,2717470994653738.5,0.0011491107697017124,0.09152926288183609
4,0.480,0.762224683583176,0.6805474899797905,2177224278591911.2,0.011845598747203687,0.2233185382294265
4,0.460,0.9023819199860528,0.7912782869525623,2425998762354226.0,0.06954824352628965,0.02681633630976527
4,0.440,0.7561581340277093,0.6547280096748509,1920070131621323.5,0.057898677809881914,0.1847697727694212
4,0.420,0.7891326947111067,0.6703526352767818,1876532567459424.0,0.05719805831584078,0.15253866405417418
4,0.400,0.9407332382281457,0.7750609007193324,2066328256880789.8,0.04722611726322754,0.010636613918564736
4,0.380,0.83383676509999,0.6266710127796186,1587181883719312.2,0.058870563047180365,0.10702930220779196
4,0.360,0.88268073855375,0.568949221541922,1365147263782970.8,0.09095057572695585,0.027253944496529743
4,0.340,0.8197337659182085,0.47626135828111127,1079264166414320.5,0.0935519686424967,0.08790194183774812
4,0.320,0.879596570872639,0.44946252340997733,958621044275638.2,0.08410228258025147,0.03768931703029864
4,0.300,0.8002821493690655,0.2644708990682027,528813630670929.0,0.03846165807806697,0.16313407176638164
5,1.200,0.4751876644585563,0.3678775331653699,2938268251220179.5,0.16292522996031583,0.3615242314570384
5,1.180,0.5220852623910829,0.40503654055007837,3181142641369853.5,0.1787341779915662,0.2987220605593029
5,1.160,0.5818927711975405,0.45281898363878076,3496145879499183.0,0.19866078189540767,0.21887055693704624
5,1.140,0.6482845406721051,0.5064855604778093,3843074916225466.0,0.22044135641364676,0.13056387836792796
5,1.120,0.7075813878426743,0.555455761453522,4140706320951246.0,0.23934315464402733,0.05223125019950725
5,1.100,0.742294415784247,0.5858881544400057,4289575670647436.0,0.24946364152730555,0.007292191061912822
5,1.080,0.7403045158540311,0.5911398442780887,4249334498292076.0,0.25049670198701923,0.008236219670545815
5,1.060,0.7124214667497671,0.575907822813389,4063177303082997.0,0.2421609812783075,0.04450110311186661
5,1.040,0.6770226554124628,0.5542378629876645,3836511122160757.0,0.2314519524776636,0.0906782720484262
5,1.020,0.65179691366384,0.5401770748012902,3667273086721279.0,0.22414347653904976,0.12328053734696719
5,1.000,0.6470825884950185,0.5424981257396714,3610814459302649.0,0.22363900150423494,0.12855534569246185
5,0.980,0.69838137336823,0.6047553586367767,3944688661407871.5,0.21226884729401216,0.08866399919903663
5,0.960,0.784444050028998,0.7018246011311882,4484424858860950.5,0.1920883006294227,0.02282290823408105
5,0.940,0.8345670745938856,0.7659618264754181,4792276973248372.0,0.1562366236596058,0.008614533043314051
5,0.920,0.8206671227513193,0.7678281006036805,4701741632392595.0,0.10953717872821277,0.06922120991175117
5,0.900,0.7972037286441757,0.7565002955786189,4531672771801479.0,0.06886989170402202,0.13314686993501354
5,0.880,0.8176378395606713,0.7834418642538508,4588770924692404.0,0.040644687557449016,0.14036530388860427
5,0.860,0.8833685747707312,0.8509218160040244,4870741040415163.0,0.023946981043398544,0.09039973516764924
5,0.840,0.9571137979551264,0.9236842616133893,5164279758234777.0,0.016924299267508398,0.02278225444710594
5,0.820,0.9750237429928892,0.9408813255270218,5135179536069955.0,0.016680193900306832,0.0048640311635753134
5,0.800,0.920657712035233,0.8873657035975493,4724975458848838.0,0.021329252664934756,0.055034170335498026
5,0.780,0.8617489687872206,0.8289021957076089,4303331708347879.5,0.03066911034275606,0.10522169274411358
5,0.760,0.8507415307183755,0.8168279916035215,4131912681368338.0,0.042503237142729036,0.10481143960142127
5,0.740,0.8765579000328745,0.8411784912948956,4143113299718287.5,0.05091574041396806,0.07078525495031597
5,0.720,0.9023732792288256,0.8662991922372156,4151521932921195.0,0.05174806645929958,0.044183911129804986
5,0.700,0.9240061893843337,0.8863346607583581,4129549762293943.5,0.053916901529438795,0.020425965068202448
5,0.680,0.9109114995354339,0.871642920100223,3945067609901287.5,0.06540394568552836,0.022393996422902275
5,0.660,0.895192284368487,0.8544234438655197,3753392850967732.0,0.08460717302821837,0.019428183694122407
5,0.640,0.8625294036521959,0.8211987475033373,3498123863079071.0,0.10407550652972625,0.03315884148418827
5,0.620,0.7549999905425685,0.7158534886611868,2954083494624030.0,0.0960700195273742,0.14888280203038518
5,0.600,0.814652114108807,0.7690875612485484,3071382946630141.5,0.08102249449518344,0.10384087209637127
5,0.580,0.9252656754683357,0.8716714904098927,3365020901933382.0,0.06404381779601716,0.009409477942945641
5,0.560,0.9218011467991968,0.8693790730036134,3240441159048102.0,0.03923295758259307,0.03692232947220288
5,0.540,0.9308589118769922,0.88074888670831,3165576356295597.0,0.010001030549104648,0.05548354593092128
5,0.520,0.9475689514087358,0.8826382386482068,3054871965228392.0,0.0007362824918852536,0.04485205837089866
5,0.500,0.9039287881600395,0.8176985850263486,2721260898495064.0,0.001146152800343397,0.08894722485361131
5,0.480,0.7606151840719518,0.679047032333086,2169441899886487.8,0.011764613847590729,0.2250120512251985
5,0.460,0.9014041364014369,0.7904518616120458,2420138324725027.0,0.06926199210913665,0.028082651519545074
5,0.440,0.7583276271807289,0.656514152732932,1922665352188661.2,0.0579150954334147,0.18257981599478856
5,0.420,0.7861764218730826,0.6677156754614932,1866585093167436.8,0.05683673730198242,0.15585904541022744
5,0.400,0.941954109248094,0.7759708277041364,2065914370377513.0,0.04716392839882233,0.009474744049866826
5,0.380,0.8337099000992932,0.6265127317213744,1584602834286062.2,0.05871780898797301,0.107308670053721
