theta [deg],vacuum wavelength [um],absorption in whole stack [unitless],absorption in active material [unitless],absorption in active material [#photons/(m^2s)],Transmission Coeff [unitless],Reflection Coeff [unitless]
5,1.100,0.33797868524022473,0.246437101144369,1804287363386203.5,0.14841050934228306,0.5139251131797672
5,1.080,0.3751134044420651,0.2727813164243512,1960854220183864.0,0.16924615025318046,0.455998923828461
5,1.060,0.4238171004835383,0.30773299691248834,2171135169437853.5,0.19619425254951092,0.3804063342647203
5,1.040,0.476784470417182,0.3460162629332541,2395172415749365.5,0.22693781498786122,0.2967561132914054
5,1.020,0.5173324963287942,0.37552377842823786,2549438527283595.0,0.25335983642520704,0.22982725454635206
5,1.000,0.5261046896784131,0.3822815154735073,2544428373303278.5,0.2649244492125716,0.2094895378873499
5,0.980,0.5257621140730651,0.39787088274547144,2595225883418833.0,0.2470246845004329,0.2276758829829705
5,0.960,0.5197920936512224,0.41451491244682104,2648611882155479.0,0.21149940711048498,0.26905207728963576
5,0.940,0.5390239591939229,0.45221165584353773,2829283954404812.5,0.18016404054936525,0.2809754542874573
5,0.920,0.6026672534974497,0.5291108752753072,3239973411337366.5,0.1542029353123801,0.24300018333448126
5,0.900,0.7007721188699456,0.6383178662760531,3823723151548975.0,0.12593881310862554,0.17266195345188012
5,0.880,0.7950112055543047,0.742946186402561,4351579886558785.5,0.09241546482543839,0.11121519576906637
5,0.860,0.8700172072270038,0.8246171312993509,4720171029238451.0,0.06451914180880156,0.06325421547049782
5,0.840,0.9313517313519323,0.8879012745520863,4964218586414995.0,0.05130249697100846,0.014474095023706855
5,0.820,0.9398413623122274,0.8969928850591874,4895643459366331.0,0.051112131603916394,0.006174362460395435
5,0.800,0.8777537615950247,0.8365111552741982,4454189139494248.0,0.05953278714040731,0.06048624537792574
5,0.780,0.7930019902817635,0.7529694580852969,3909119026557590.5,0.07391203342642426,0.13160958124749778
5,0.760,0.7245883006534475,0.6848236211131932,3464170466322190.5,0.08821493890935644,0.1861929909026105
5,0.740,0.7113856097270639,0.6699768983044544,3299882517913871.0,0.09851256323451874,0.1892122867125676
5,0.720,0.7744003875079004,0.7285591651622045,3491437347171650.0,0.10678766784555405,0.1177557826959918
5,0.700,0.8534532917228603,0.801328017515395,3733492630671638.5,0.1196317906963148,0.025740962135882384
5,0.680,0.8388116224862154,0.7817384607877446,3538158814750900.5,0.1383449006883034,0.021902751441120225
5,0.660,0.7231090740343732,0.6658503491352887,2925010962892208.5,0.14646534666684302,0.12980339555688655
5,0.640,0.6654590810277895,0.6050004912396735,2577167417771130.5,0.15673916331681248,0.17733546838761866
5,0.620,0.7761504194651264,0.70616564522442,2914105064891742.0,0.1769891783825568,0.04633644361955242
5,0.600,0.8192227406957845,0.7582775399985144,3028212680209289.0,0.1463693169116433,0.033792773792234124
5,0.580,0.79197808150043,0.7430123620433059,2868342209396920.0,0.10686302572026954,0.10050195021383143
5,0.560,0.8935308735107128,0.8454361216656506,3151198471486541.0,0.08626811181768508,0.0193811502590679
5,0.540,0.9018165186484745,0.8531257743003566,3066293719842067.0,0.034617967033671114,0.06107821489292738
5,0.520,0.9403283898212621,0.8760694891876241,3032137069214283.0,0.006449137061029316,0.046769954533003144
5,0.500,0.8906972882988119,0.8040569571929703,2675862228258160.0,0.00949866271020174,0.09401028247278144
5,0.480,0.7028854203680884,0.6169512692279191,1971056303791731.5,0.04212241983198544,0.25262989301771455
